artist,title,title_index,release_year,hp,bill_year,bill_ranking,era,popularity,loudness,tempo,time,modality,danceability,energy,speechiness,instrumentalness,liveness,valence,genre
Dave Brubeck Quartet,Take Five,1,1962,279,1999,279,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2000,621,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2001,741,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2002,526,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2003,392,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2004,485,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2005,602,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2006,586,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2007,604,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2008,537,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2009,577,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2010,724,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2011,734,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2012,529,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2013,506,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2014,550,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2015,829,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2016,1165,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2017,976,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2018,1224,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Dave Brubeck Quartet,Take Five,1,1962,279,2019,1298,oldies,65,-13.193,174.322,5,0,0.454,0.26,0.0401,0.00078,0.0675,0.598,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,1999,240,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2000,450,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2001,371,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2002,344,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2003,239,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2004,257,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2005,285,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2006,253,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2007,297,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2008,259,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2009,195,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2010,155,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2011,84,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2012,31,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2013,51,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2014,67,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2015,82,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2016,56,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2017,74,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2018,90,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Otis Redding,(Sittin' on) the dock of the bay,2,1968,31,2019,99,oldies,73,-11.226,103.621,4,1,0.769,0.367,0.0312,1.62E-05,0.081,0.535,other
Norah Jones,Don't Know Why,3,2002,314,2004,314,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2005,361,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2008,674,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2006,685,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2009,806,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2007,819,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2010,914,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2013,928,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2012,982,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2011,1112,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2014,1245,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2015,1298,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2018,1388,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2016,1547,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2019,1660,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Norah Jones,Don't Know Why,3,2002,314,2017,1828,2000s,73,-11.775,88.174,4,1,0.732,0.198,0.028,1.10E-05,0.0659,0.618,other
Queen,Bohemian Rhapsody,4,1975,1,1999,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2000,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2001,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2002,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2003,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2004,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2005,2,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2006,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2007,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2008,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2009,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2010,2,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2011,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2012,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2013,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2014,2,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2015,2,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2016,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2017,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2018,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Queen,Bohemian Rhapsody,4,1975,1,2019,1,oldies,75,-9.961,143.883,4,0,0.392,0.402,0.0536,0,0.243,0.228,rock
Coldplay,Clocks,5,2003,6,2011,10,2000s,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Coldplay,Clocks,5,2003,6,2012,9,2000s,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Coldplay,Clocks,5,2003,6,2013,12,2000s,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Coldplay,Clocks,5,2003,6,2014,20,2000s,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Coldplay,Clocks,5,2003,6,2015,29,2000s,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Coldplay,Clocks,5,2003,6,2016,36,2000s,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Coldplay,Clocks,5,2003,6,2017,46,2000s,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Coldplay,Clocks,5,2003,6,2018,57,2000s,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Coldplay,Clocks,5,2003,6,2019,80,2000s,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Amy Winehouse,Back to black,6,2006,43,2011,1089,2000s,76,-3.304,123.28,4,1,0.49,0.725,0.0392,2.68E-05,0.0983,0.335,other
Amy Winehouse,Back to black,6,2006,43,2012,97,2000s,76,-3.304,123.28,4,1,0.49,0.725,0.0392,2.68E-05,0.0983,0.335,other
Amy Winehouse,Back to black,6,2006,43,2013,175,2000s,76,-3.304,123.28,4,1,0.49,0.725,0.0392,2.68E-05,0.0983,0.335,other
Amy Winehouse,Back to black,6,2006,43,2014,153,2000s,76,-3.304,123.28,4,1,0.49,0.725,0.0392,2.68E-05,0.0983,0.335,other
Amy Winehouse,Back to black,6,2006,43,2015,98,2000s,76,-3.304,123.28,4,1,0.49,0.725,0.0392,2.68E-05,0.0983,0.335,other
Amy Winehouse,Back to black,6,2006,43,2016,45,2000s,76,-3.304,123.28,4,1,0.49,0.725,0.0392,2.68E-05,0.0983,0.335,other
Amy Winehouse,Back to black,6,2006,43,2017,57,2000s,76,-3.304,123.28,4,1,0.49,0.725,0.0392,2.68E-05,0.0983,0.335,other
Amy Winehouse,Back to black,6,2006,43,2018,43,2000s,76,-3.304,123.28,4,1,0.49,0.725,0.0392,2.68E-05,0.0983,0.335,other
Amy Winehouse,Back to black,6,2006,43,2019,58,2000s,76,-3.304,123.28,4,1,0.49,0.725,0.0392,2.68E-05,0.0983,0.335,other
John Lennon,Imagine,7,1971,1,1999,7,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2000,7,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2001,11,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2002,11,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2003,13,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2004,9,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2005,15,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2006,15,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2007,41,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2008,15,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2009,41,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2010,26,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2011,28,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2012,22,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2013,23,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2014,38,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2015,1,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2016,12,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2017,16,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,7,1971,1,2018,16,oldies,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
